source,title,company,location,date,link,description,responsibilities,requirements,skills,languages,experience_years,education_level,contract_type,seniority_level,job_category,detail_scrape_status
EmploiTunisie,Agent Financier - Sahloul-Sousse,None,None,None,https://www.emploitunisie.com/recruteur/77962,"HORIZON EFELE Profil de lentreprise Entreprise : HORIZON EFELE Ville : Sousse Pays : Tunisie Secteur dactivité : Éducation, formation Site Internet : https://horizon-tech.tn/ Description de l'entreprise Horizon School of Digital Technologies est un établissement denseignement supérieur privé spécialisé en Informatique basé à Sousse. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Ingénieure Génie Civil - Route Gabes Km03 Médenine Nort,None,None,None,https://www.emploitunisie.com/recruteur/348690,"BATIRAMA BSTP Profil de lentreprise Entreprise : BATIRAMA BSTP Ville : Médenine Nort Pays : Tunisie Secteur dactivité : BTP, construction - Immobilier, architecture, urbanisme - Ingénierie, études développement Site Internet : non disponible Description de l'entreprise BATIRAMA Services et Travaux Publics et une entreprise de bâtiment Multi-services dans le domaines de la construction spécialisé dans les travaux de génie civile et de finitions . Notre structure nous permet de réaliser différentes tâches de maçonnerie, de rénovation, de démolition, de béton armé, de travaux publics etc. Nos offres d'emploi","tâches de maçonnerie, de rénovation, de démolition, de béton armé, de travaux publics etc. Nos offres d'emploi",,,,,,,,IT & Software,ok
EmploiTunisie,Electrical Engineer (Wastewater Treatment) - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/386243,"PASSAVANT ENGINEERING NORTH AFRICA Profil de lentreprise Entreprise : PASSAVANT ENGINEERING NORTH AFRICA Ville : La Marsa Pays : Tunisie Secteur dactivité : Ingénierie, études développement Site Internet : non disponible Description de l'entreprise Passavant Energy & Environment is a German company specializing in water and wastewater treatment solutions, delivering innovative and high-quality projects worldwide. Nos offres d'emploi",,,,german,,,,,IT & Software,ok
EmploiTunisie,Opératrice de Production - Soliman,None,None,None,https://www.emploitunisie.com/recruteur/22354,"VISTEON ELECTRONICS TUNISIA Profil de lentreprise Entreprise : VISTEON ELECTRONICS TUNISIA Ville : Ben Arous Pays : Tunisie Secteur dactivité : Automobile, matériels de transport, réparation Site Internet : https://www.visteon.com/ Description de l'entreprise VISTEON is one of the worlds most recognized automotive suppliers focused on, and well positioned in, high-growth automotive thermal management and cockpit electronics markets. Our force 29 000 employees around the world in 32 countries. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agente Administrative - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/302873,"RUSTICA CRUISES Profil de lentreprise Entreprise : RUSTICA CRUISES Ville : Tunis Pays : Tunisie Secteur dactivité : Tourisme, loisirs Site Internet : non disponible Description de l'entreprise Rustica Cruises est une société fondée en 2013 spécialisé dans la vente de croisières pour nos partenaires européens. Passionnés de voyages et de découvertes, nous offrons à nos clients des expériences uniques sur les mers du monde et à notre équipe un environnement stimulant, motivant et évolutif ! Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Web Designer - Sahloul,None,None,None,https://www.emploitunisie.com/recruteur/362408,"BUSINESS INCUBATION BOOSTER Profil de lentreprise Entreprise : BUSINESS INCUBATION BOOSTER Ville : sousse Pays : Tunisie Secteur dactivité : Services autres Site Internet : non disponible Description de l'entreprise Business Incubation Booster est une structure de services qui accompagne les entrepreneurs, start-ups et petites entreprises dans leurs premières étapes de développement. Lentreprise est basée à Sousse et intervient particulièrement dans les services dappui aux entreprises, notamment dans des domaines clés comme la création, lorganisation et le soutien stratégique. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agent de Prospection dans une Agence Immobiliére - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/386485,"PLAZA IMMO Profil de lentreprise Entreprise : PLAZA IMMO Ville : Tunis Pays : Tunisie Secteur dactivité : Immobilier, architecture, urbanisme Site Internet : https://www.plaza-immo.com/ Description de l'entreprise Avec plus de quinze ans dexpérience dans le domaine de limmobilier, lingénieur Sadok Benrabah a fondé PLAZA IMMO, une agence immobilière agréée par létat sous lagrément 763 délivré par le ministère du commerce. En tant que courtier, gestionnaire du patrimoine et évaluateur de biens, Sadok a élargi les services de son agence, incluant lorganisation de cérémonies et lagencement des locaux. Bénéficiant dun réseau national et international, PLAZA IMMO se positionne avant tout comme votre conseiller en agence immobilière. Nos offres d'emploi",,,,,,Bac+5,,,IT & Software,ok
EmploiTunisie,Commercial Boutique - Menzah - Soukra - Carthage- Aouina,None,None,None,https://www.emploitunisie.com/recruteur/97120,"BC DISTRIBUTION Profil de lentreprise Entreprise : BC DISTRIBUTION Ville : TUNIS Pays : Tunisie Secteur dactivité : Agroalimentaire - Distribution, vente, commerce de gros Site Internet : http://www.atablelepiceriefine.com Description de l'entreprise Le groupe B.C. Distribution opère depuis 2013 dans le secteur de l'épicerie fine haut de gamme en Tunisie et à l'international sous la marque A TABLE-L'épicerie fine, Eternity Juice, KSAR Tunis et également pour le secteur hôtelier de luxe. Notre objectif est de valoriser les produits de terroir tunisien et la promotion du savoir faire de nos artisans. Nous proposons une large gamme de produits alimentaires de qualité dont la majorité sont produites dans nos ateliers. Actuellement, nous possédons 2 points de vente (Menzah1 et La Marsa) et un shop online qui couvre le grand Tunis. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Assistante Administrative - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/105658,"COENERGY Profil de lentreprise Entreprise : COENERGY Ville : ariana Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet Site Internet : non disponible Description de l'entreprise CoEnergy est une société Tunisienne de services fondée en 2020, associant le savoir-faire technique et fonctionnel pour répondre aux besoins de ses clients. Le domaine dactivité de CoEnergy sétend pour couvrir les installations électriques, lanti-intrusion, la détection incendie, le contrôle daccès et les réseaux informatiques et de télécommunication. Cest maintenant un service performant et fiable dans le marché tunisien de sécurité électronique. Nous sommes fiers davoir collaboré avec des entreprises de grande envergure citons : (TECHNOLINE, ALPHA FORD, GEEK, ACTIA, ELECTROSTAR, LE GRAND BLEU, EL BARAKA). Nous avons pu répondre à leurs besoins avec plaisir grâce à notre équipe professionnelle dynamique. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Technicien de Réseaux - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/105658,"COENERGY Profil de lentreprise Entreprise : COENERGY Ville : ariana Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet Site Internet : non disponible Description de l'entreprise CoEnergy est une société Tunisienne de services fondée en 2020, associant le savoir-faire technique et fonctionnel pour répondre aux besoins de ses clients. Le domaine dactivité de CoEnergy sétend pour couvrir les installations électriques, lanti-intrusion, la détection incendie, le contrôle daccès et les réseaux informatiques et de télécommunication. Cest maintenant un service performant et fiable dans le marché tunisien de sécurité électronique. Nous sommes fiers davoir collaboré avec des entreprises de grande envergure citons : (TECHNOLINE, ALPHA FORD, GEEK, ACTIA, ELECTROSTAR, LE GRAND BLEU, EL BARAKA). Nous avons pu répondre à leurs besoins avec plaisir grâce à notre équipe professionnelle dynamique. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Régleur de Machines dInjection et dExtrusion Plastique (H/F) - Hammam Sousse,None,None,None,https://www.emploitunisie.com/recruteur/369133,"SALWA PLAST Profil de lentreprise Entreprise : SALWA PLAST Ville : Hammam Sousse Pays : Tunisie Secteur dactivité : Ameublement, décoration - Industrie, production, fabrication, autres - Papier, bois, caoutchouc, plastique, verre, tabac Site Internet : http://salwaplast.net Description de l'entreprise Industries plastique, ameublement et aménagement d'espaces Nos offres d'emploi",,,c#,,,,,,IT & Software,ok
EmploiTunisie,Dessinateur de Moules en Plasturgie (H/F) - Hammam Sousse,None,None,None,https://www.emploitunisie.com/recruteur/369133,"SALWA PLAST Profil de lentreprise Entreprise : SALWA PLAST Ville : Hammam Sousse Pays : Tunisie Secteur dactivité : Ameublement, décoration - Industrie, production, fabrication, autres - Papier, bois, caoutchouc, plastique, verre, tabac Site Internet : http://salwaplast.net Description de l'entreprise Industries plastique, ameublement et aménagement d'espaces Nos offres d'emploi",,,c#,,,,,,IT & Software,ok
EmploiTunisie,Responsable Management de la Qualité - Ben Arous,None,None,None,https://www.emploitunisie.com/recruteur/226034,"IDEAL SANITAIRE Profil de lentreprise Entreprise : IDEAL SANITAIRE Ville : Ben Arous Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : https://www.ideal-sanitaire.com/ Description de l'entreprise IDEAL SANITAIRE implantée à Tunis, produit annuellement 1 million darticles sanitaires pour salles de bains et cuisines en porcelaine vitrifiée, grès fin émaillé et en acrylique baignoires et hydro massages, lave-mains, vasques, cabines de douche Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Agent Immobilier - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/327262,"AGENCE KENZA IMMOBILIÈRE Profil de lentreprise Entreprise : AGENCE KENZA IMMOBILIÈRE Ville : Ariana Pays : Tunisie Secteur dactivité : Immobilier, architecture, urbanisme Site Internet : non disponible Description de l'entreprise Agence KENZA Immobilière la Soukra est présenté sur le territoire depuis 2008. A travers ses jeunes experts, elle offre des services dintermédiation immobilière pour lachat, la vente ou la location de tous types de bien immobilier , à travers sa méthodologie de travail et sa force de commercialisation , Agence KENZA Immobilière a pu se distinguer la plus grande part de marché dans le secteur. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Consultant EPM Junior - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/383742,"PLANUS ANALYTICS Profil de lentreprise Entreprise : PLANUS ANALYTICS Ville : Paris Pays : France Secteur dactivité : Informatique, SSII, Internet Site Internet : https://planus-analytics.com/ Description de l'entreprise Expert en conseil IT et transformation numérique (solutions EPM, ERP, CRM, BI et Data visualisation) depuis 2019, Planus Analytics accompagne les PME, grandes entreprises et startups dans la modernisation de leurs infrastructures technologiques. Grâce nos expertises reconnues et à nos partenariats stratégiques, nous apportons des solutions concrètes et personnalisées pour optimiser vos processus métiers et accroître votre compétitivité. Nos offres d'emploi",,,"crm, erp",,,,,,IT & Software,ok
EmploiTunisie,Chargé Transport et Transit - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/387891,"ENTRAC INTERNATIONAL SA Profil de lentreprise Entreprise : ENTRAC INTERNATIONAL SA Ville : Tunis Pays : Tunisie Secteur dactivité : Ingénierie, études développement - Services autres Site Internet : https://entrac-international.com/ Description de l'entreprise ENTRAC International, membre du groupe EPPM, se démarque en tant que leader dans la conception et la fourniture d'équipements d'ingénierie pour les secteurs du pétrole, du gaz et du traitement de l'eau en Afrique et au Moyen-Orient. Nous avons réalisé avec succès plusieurs projets complexes avec des NOC et des IOC réputés. Notre gamme étendue d'équipements, standard ou sur mesure, est élaborée avec soin pour respecter les spécifications des projets et les normes internationales. Notre équipe excelle dans la gestion des approvisionnements, y compris pour des équipements spécifiques, complexes, obsolètes, ou nécessitant une réingénierie Nos offres d'emploi",,,,,,,,Senior,IT & Software,ok
